call_id,manager,call_date,duration_sec,to_number,direction_type
Ив_271,Иванов,2024-01-02 16:34:29,506,+79668909764,внутренний
Ив_272,Иванов,2024-01-08 17:03:13,491,+79420357050,внутренний
Ив_273,Иванов,2024-09-06 17:24:57,483,+79543570539,внутренний
Ив_274,Иванов,2024-05-18 18:44:01,478,+79158048598,внутренний
Ив_275,Иванов,2024-05-03 18:24:30,488,+79261897130,исходящий
Ив_276,Иванов,2024-11-04 14:22:19,482,+79247494816,внутренний
Ив_277,Иванов,2024-08-15 17:54:57,445,+79315066828,внутренний
Ив_278,Иванов,2024-01-10 17:34:47,477,+79467938988,исходящий
Ив_279,Иванов,2024-07-30 19:34:51,443,+79539366395,исходящий
Ив_280,Иванов,2024-04-21 18:57:14,478,+79711392447,внутренний
Ив_281,Иванов,2024-01-08 17:14:17,461,+79591313587,исходящий
Ив_282,Иванов,2024-10-18 17:31:01,552,+79253785761,исходящий
Ив_283,Иванов,2024-12-27 17:21:42,474,+79439714150,внутренний
Ив_284,Иванов,2024-09-09 19:51:25,433,+79868443155,внутренний
Ив_285,Иванов,2024-01-14 19:10:53,472,+79293656603,внутренний
Ив_286,Иванов,2024-08-27 17:58:08,491,+79936381727,исходящий
Ив_287,Иванов,2024-08-29 18:34:01,526,+79186770648,входящий
Ив_288,Иванов,2024-12-07 17:37:36,458,+79623535947,внутренний
Ив_289,Иванов,2024-05-28 19:01:05,428,+79457158145,внутренний
Ив_290,Иванов,2024-08-23 19:27:08,500,+79777566277,внутренний
Ив_291,Иванов,2024-11-01 17:11:03,434,+79289863614,внутренний
Ив_292,Иванов,2024-06-15 16:24:20,462,+79436525794,внутренний
Ив_293,Иванов,2024-01-20 15:29:20,468,+79781288086,исходящий
Ив_294,Иванов,2024-08-03 16:48:56,473,+79162291621,внутренний
Ив_295,Иванов,2024-12-08 17:17:48,496,+79105061082,исходящий
Ив_296,Иванов,2024-05-14 17:16:53,455,+79585388459,внутренний
Ив_297,Иванов,2024-05-08 14:30:01,467,+79393698307,внутренний
Ив_298,Иванов,2024-10-20 19:34:03,475,+79324822604,внутренний
Ив_299,Иванов,2024-09-02 16:14:41,480,+79917325063,исходящий
Ив_300,Иванов,2024-07-07 14:49:41,478,+79930584689,исходящий
Ив_301,Иванов,2024-02-13 14:48:01,489,+79281039053,внутренний
Ив_302,Иванов,2024-03-26 15:12:53,501,+79718774770,исходящий
Ив_303,Иванов,2024-02-13 14:39:09,487,+79920858166,внутренний
Ив_304,Иванов,2024-11-25 15:08:30,489,+79270118413,исходящий
Ив_305,Иванов,2024-05-24 19:07:36,428,+79625679392,внутренний
Ив_306,Иванов,2024-02-20 15:29:44,477,+79943113786,внутренний
Ив_307,Иванов,2024-08-29 16:49:23,490,+79919876144,внутренний
Ив_308,Иванов,2024-10-20 15:38:38,497,+79937252824,внутренний
Ив_309,Иванов,2024-02-20 19:45:07,455,+79194533678,исходящий
Ив_310,Иванов,2024-09-22 15:19:06,456,+79238948590,входящий
Ив_311,Иванов,2024-04-29 18:01:59,458,+79759792599,внутренний
Ив_312,Иванов,2024-07-18 16:36:43,492,+79565694083,внутренний
Ив_313,Иванов,2024-09-04 17:25:45,507,+79780202067,внутренний
Ив_314,Иванов,2024-03-10 15:04:37,463,+79561075177,входящий
Ив_315,Иванов,2024-12-06 19:53:40,503,+79533140455,исходящий
Ив_316,Иванов,2024-02-26 15:06:44,479,+79560662565,входящий
Ив_317,Иванов,2024-02-08 16:54:43,472,+79612604642,внутренний
Ив_318,Иванов,2024-10-15 18:51:07,469,+79511582876,исходящий
Ив_319,Иванов,2024-01-18 18:50:02,498,+79105013454,внутренний
Ив_320,Иванов,2024-08-07 16:34:27,485,+79140507249,входящий
Ив_321,Иванов,2024-11-08 19:23:04,544,+79673144707,внутренний
Ив_322,Иванов,2024-08-31 18:41:21,450,+79314119421,внутренний
Ив_323,Иванов,2024-12-17 14:54:26,491,+79884539206,внутренний
Ив_324,Иванов,2024-10-30 17:06:27,460,+79500614581,внутренний
Ив_325,Иванов,2024-10-24 16:40:57,449,+79115115189,внутренний
Ив_326,Иванов,2024-10-09 17:45:09,475,+79445973716,внутренний
Ив_327,Иванов,2024-03-14 17:11:46,480,+79912659064,внутренний
Ив_328,Иванов,2024-04-19 18:41:17,563,+79994672466,внутренний
Ив_329,Иванов,2024-06-28 18:51:58,470,+79670193187,внутренний
Ив_330,Иванов,2024-02-01 18:49:30,442,+79304630191,исходящий
Ив_331,Иванов,2024-08-21 17:27:52,484,+79119237294,внутренний
Ив_332,Иванов,2024-10-08 19:37:17,413,+79826652789,входящий
Ив_333,Иванов,2024-01-25 16:54:15,473,+79104427929,входящий
Ив_334,Иванов,2024-11-26 14:17:56,476,+79772899961,внутренний
Ив_335,Иванов,2024-10-05 17:15:48,499,+79887700486,внутренний
Ив_336,Иванов,2024-08-13 17:36:39,505,+79367171793,внутренний
Ив_337,Иванов,2024-02-26 19:24:21,460,+79342950952,внутренний
Ив_338,Иванов,2024-06-28 14:31:54,471,+79844666527,внутренний
Ив_339,Иванов,2024-08-19 16:11:31,453,+79469742752,внутренний
Ив_340,Иванов,2024-12-08 15:22:51,442,+79435106513,исходящий
Ив_341,Иванов,2024-10-13 16:21:17,485,+79238438399,входящий
Ив_342,Иванов,2024-03-04 18:44:56,437,+79210282113,внутренний
Ив_343,Иванов,2024-08-19 16:35:00,463,+79511834185,исходящий
Ив_344,Иванов,2024-10-15 18:12:05,446,+79640453426,входящий
Ив_345,Иванов,2024-07-31 15:46:26,492,+79732080338,внутренний
Ив_346,Иванов,2024-09-14 17:35:48,530,+79428688580,внутренний
Ив_347,Иванов,2024-01-18 15:44:30,436,+79279336562,внутренний
Ив_348,Иванов,2024-06-23 19:45:31,420,+79170101400,внутренний
Ив_349,Иванов,2024-08-16 17:50:01,472,+79984595578,внутренний
Ив_350,Иванов,2024-08-13 14:18:14,476,+79149089708,исходящий
Ив_351,Иванов,2024-03-24 17:44:15,482,+79420192227,входящий
Ив_352,Иванов,2024-10-17 16:42:37,462,+79412273967,внутренний
Ив_353,Иванов,2024-09-02 16:30:35,470,+79589547144,внутренний
Ив_354,Иванов,2024-04-19 18:22:27,487,+79881503560,внутренний
Ив_355,Иванов,2024-09-10 19:35:21,507,+79658655427,входящий
Ив_356,Иванов,2024-03-28 16:44:29,417,+79740347321,внутренний
Ив_357,Иванов,2024-03-12 16:19:16,464,+79662767039,внутренний
Ив_358,Иванов,2024-01-30 15:07:46,482,+79462747729,внутренний
Ив_359,Иванов,2024-06-20 15:20:07,448,+79565644493,внутренний
Ив_360,Иванов,2024-11-04 19:34:48,527,+79837424573,внутренний
Ив_361,Иванов,2024-12-08 19:11:12,456,+79243655310,внутренний
Ив_362,Иванов,2024-06-25 15:47:30,474,+79468006578,внутренний
Ив_363,Иванов,2024-05-18 16:46:37,492,+79626325353,внутренний
Ив_364,Иванов,2024-07-12 18:38:18,458,+79485742696,внутренний
Ив_365,Иванов,2024-07-04 14:53:12,420,+79905430477,внутренний
Ив_366,Иванов,2024-08-05 16:14:23,463,+79302320914,внутренний
Ив_367,Иванов,2024-06-12 15:19:00,506,+79277042316,внутренний
Ив_368,Иванов,2024-06-09 19:34:08,465,+79971887294,исходящий
Ив_369,Иванов,2024-01-13 16:02:03,450,+79533138485,внутренний
Ив_370,Иванов,2024-10-22 18:18:44,503,+79120535029,внутренний
Ив_371,Иванов,2024-03-29 15:40:55,466,+79345262270,внутренний
Ив_372,Иванов,2024-11-19 17:06:55,460,+79340863230,внутренний
Ив_373,Иванов,2024-02-11 14:36:18,480,+79880791577,внутренний
Ив_374,Иванов,2024-07-28 17:30:28,499,+79240881133,исходящий
Ив_375,Иванов,2024-08-16 16:11:03,547,+79326763783,внутренний
Ив_376,Иванов,2024-12-15 16:55:30,500,+79888208775,внутренний
Ив_377,Иванов,2024-10-01 14:52:04,510,+79123529192,внутренний
Ив_378,Иванов,2024-10-05 17:31:04,460,+79733177858,внутренний
